[ ON - Servidor Harry Potter Iniciado ]
[ Fecha: 2008-06-12 ]
  > 14:50:51 >> pos-garrulo*060511
  > 14:50:52 >> pos-garrulo*060512
  > 14:50:52 >> pos-garrulo*060513
  > 14:50:53 >> pos-garrulo*060514
  > 14:50:53 >> pos-garrulo*060514
  > 14:50:54 >> pos-garrulo*060513
  > 14:50:54 >> pos-garrulo*060512
  > 14:50:55 >> pos-garrulo*060511
  > 14:50:56 >> pos-garrulo*060510
  > 14:50:56 >> pos-garrulo*060509
  > 14:55:31 >> bd-garrulo
  > 14:55:32 >> okbd-garrulo*030101031100100010123100
  > 14:55:34 >> conectar-garrulo*03010103
  > 14:55:36 >> pos-garrulo*030102
  > 14:55:37 >> pos-garrulo*030103
  > 14:55:38 >> pos-garrulo*030104
  > 14:55:38 >> pos-garrulo*030105
  > 14:56:38 >> bd-garrulo
  > 14:56:39 >> okbd-garrulo*030101031100100010123100
  > 14:56:40 >> conectar-garrulo*03010103
  > 14:56:42 >> pos-garrulo*030102
  > 14:56:43 >> pos-garrulo*030103
  > 14:56:44 >> pos-garrulo*030104
  > 14:56:45 >> pos-garrulo*030105
  > 14:56:45 >> pos-garrulo*030106
  > 14:56:46 >> pos-garrulo*030107
  > 14:56:47 >> pos-garrulo*030207
  > 14:56:48 >> pos-garrulo*030307
  > 14:56:49 >> pos-garrulo*030407
  > 14:56:49 >> pos-garrulo*030507
  > 14:56:50 >> pos-garrulo*030607
  > 14:56:57 >> pos-garrulo*030606
  > 14:56:58 >> pos-garrulo*030605
  > 14:56:59 >> pos-garrulo*030604
  > 14:56:59 >> pos-garrulo*030603
  > 14:57:00 >> pos-garrulo*030602
  > 14:57:01 >> pos-garrulo*030601
  > 14:57:02 >> pos-garrulo*000614
  > 14:57:09 >> pos-garrulo*030601
  > 14:57:10 >> pos-garrulo*030602
  > 14:57:11 >> pos-garrulo*030603
  > 14:57:12 >> pos-garrulo*030604
  > 14:57:12 >> pos-garrulo*030605
  > 14:57:13 >> pos-garrulo*030606
  > 14:57:14 >> pos-garrulo*030607
  > 14:57:14 >> pos-garrulo*030608
  > 14:57:15 >> pos-garrulo*030609
  > 14:57:15 >> pos-garrulo*030610
  > 14:57:16 >> pos-garrulo*030611
  > 14:57:17 >> pos-garrulo*030612
  > 14:57:17 >> pos-garrulo*030613
  > 14:57:18 >> pos-garrulo*030614
  > 14:57:19 >> pos-garrulo*060601
  > 14:57:19 >> pos-garrulo*060602
  > 14:57:20 >> pos-garrulo*060603
  > 14:57:21 >> pos-garrulo*060604
  > 14:57:21 >> pos-garrulo*060605
  > 14:57:22 >> pos-garrulo*060606
  > 14:57:23 >> pos-garrulo*060706
  > 14:57:23 >> pos-garrulo*060806
  > 14:57:24 >> pos-garrulo*060906
  > 14:57:25 >> pos-garrulo*061006
  > 14:57:25 >> pos-garrulo*061106
  > 14:57:26 >> pos-garrulo*061206
  > 14:57:27 >> pos-garrulo*061306
  > 14:57:27 >> pos-garrulo*061406
  > 14:57:28 >> pos-garrulo*070006
  > 14:57:29 >> pos-garrulo*070106
  > 14:57:29 >> pos-garrulo*070206
  > 14:57:30 >> pos-garrulo*070306
  > 14:57:31 >> pos-garrulo*070406
  > 14:57:32 >> pos-garrulo*070506
  > 14:57:32 >> pos-garrulo*070606
  > 14:57:33 >> pos-garrulo*070706
  > 14:57:34 >> pos-garrulo*070806
  > 14:57:35 >> pos-garrulo*070906
  > 14:57:35 >> pos-garrulo*070905
  > 14:57:36 >> pos-garrulo*070805
  > 14:57:37 >> pos-garrulo*070705
  > 14:57:38 >> pos-garrulo*070605
  > 14:57:39 >> pos-garrulo*070505
  > 14:57:40 >> pos-garrulo*070605
  > 14:57:41 >> pos-garrulo*070705
  > 14:57:41 >> pos-garrulo*070805
  > 14:57:42 >> pos-garrulo*070905
  > 14:57:43 >> pos-garrulo*071005
  > 14:57:44 >> pos-garrulo*071105
  > 14:57:44 >> pos-garrulo*071205
  > 14:57:45 >> pos-garrulo*071305
  > 14:57:46 >> pos-garrulo*071405
  > 14:57:46 >> pos-garrulo*080005
  > 14:57:47 >> pos-garrulo*080105
  > 14:57:48 >> pos-garrulo*080205
  > 14:57:48 >> pos-garrulo*080206
  > 14:57:49 >> pos-garrulo*080207
  > 14:57:50 >> pos-garrulo*080208
  > 14:57:51 >> pos-garrulo*080209
  > 14:57:51 >> pos-garrulo*080210
  > 14:57:52 >> pos-garrulo*080209
  > 14:57:52 >> pos-garrulo*080208
  > 14:57:53 >> pos-garrulo*080207
  > 14:57:54 >> pos-garrulo*080206
  > 14:57:54 >> pos-garrulo*080205
  > 14:57:55 >> pos-garrulo*080204
  > 14:57:56 >> pos-garrulo*080203
  > 14:57:56 >> pos-garrulo*080202
  > 14:57:57 >> pos-garrulo*080201
  > 14:57:58 >> pos-garrulo*050214
  > 14:57:58 >> pos-garrulo*050213
  > 14:57:59 >> pos-garrulo*050212
  > 14:58:00 >> pos-garrulo*050211
  > 14:58:00 >> pos-garrulo*050210
  > 14:58:01 >> pos-garrulo*050209
  > 14:58:02 >> pos-garrulo*050208
  > 14:58:02 >> pos-garrulo*050207
  > 14:58:03 >> pos-garrulo*050206
  > 14:58:04 >> pos-garrulo*050205
  > 14:58:05 >> pos-garrulo*050204
  > 14:58:05 >> pos-garrulo*050203
  > 14:58:06 >> pos-garrulo*050202
  > 14:58:07 >> pos-garrulo*050201
  > 14:58:07 >> pos-garrulo*020214
  > 14:58:08 >> pos-garrulo*020213
  > 14:58:08 >> pos-garrulo*020212
  > 14:58:09 >> pos-garrulo*020211
  > 14:58:09 >> pos-garrulo*020111
  > 14:58:10 >> pos-garrulo*020011
[ ON - Servidor Harry Potter Iniciado ]
[ Fecha: 2008-06-12 ]
[ Hora: 15:31:48 ]
  > 15:32:01 >> bd-garrulo
  > 15:32:03 >> okbd-garrulo*030101031100100010123100
  > 15:32:05 >> conectar-garrulo*03010103
  > 15:32:07 >> pos-garrulo*030102
  > 15:32:08 >> pos-garrulo*030103
  > 15:32:09 >> pos-garrulo*030104
  > 15:32:09 >> pos-garrulo*030105
  > 15:32:10 >> pos-garrulo*030205
  > 15:32:11 >> pos-garrulo*030305
  > 15:32:12 >> pos-garrulo*030405
  > 15:32:12 >> pos-garrulo*030505
  > 15:32:22 >> pos-garrulo*030605
  > 15:35:10 >> bd-garrulo
  > 15:35:12 >> okbd-garrulo*030101031100100010123100
  > 15:35:14 >> conectar-garrulo*03010103
  > 15:35:16 >> pos-garrulo*030102
  > 15:35:16 >> pos-garrulo*030103
  > 15:35:17 >> pos-garrulo*030104
  > 15:35:18 >> pos-garrulo*030204
  > 15:35:18 >> pos-garrulo*030205
  > 15:35:19 >> pos-garrulo*030305
  > 15:35:20 >> pos-garrulo*030405
  > 15:35:21 >> pos-garrulo*030505
  > 15:35:28 >> desconectar-garrulo*030505000360201230
[ ON - Servidor Harry Potter Iniciado ]
[ Fecha: 2008-06-12 ]
[ Hora: 15:45:36 ]
  > 15:45:52 >> bd-garrulo
  > 15:45:54 >> okbd-garrulo*030101031100100010123100
  > 15:45:55 >> conectar-garrulo*03010103
  > 15:45:58 >> pos-garrulo*030102
  > 15:45:59 >> pos-garrulo*030103
  > 15:45:59 >> pos-garrulo*030104
  > 15:46:00 >> pos-garrulo*030105
  > 15:46:01 >> pos-garrulo*030205
  > 15:46:02 >> pos-garrulo*030305
  > 15:46:02 >> pos-garrulo*030405
  > 15:46:03 >> pos-garrulo*030505
  > 15:46:10 >> desconectar-garrulo*030505000360201230
[ ON - Servidor Harry Potter Iniciado ]
[ Fecha: 2008-06-12 ]
[ Hora: 15:47:37 ]
  > 15:47:50 >> bd-garrulo
  > 15:47:51 >> okbd-garrulo*030101031100100010123100
  > 15:47:58 >> conectar-garrulo*03010103
  > 15:48:00 >> pos-garrulo*030102
  > 15:48:01 >> pos-garrulo*030103
  > 15:48:01 >> pos-garrulo*030104
  > 15:48:02 >> pos-garrulo*030105
  > 15:48:03 >> pos-garrulo*030106
  > 15:48:03 >> pos-garrulo*030206
  > 15:48:04 >> pos-garrulo*030306
  > 15:48:05 >> pos-garrulo*030406
  > 15:48:05 >> pos-garrulo*030506
  > 15:48:06 >> pos-garrulo*030505
  > 15:48:10 >> desconectar-garrulo*030505000360201230
  > 15:48:15 >> desconectar-garrulo*030505000360201230
[ ON - Servidor Harry Potter Iniciado ]
[ Fecha: 2008-06-12 ]
[ Hora: 15:49:44 ]
  > 15:49:54 >> bd-garrulo
  > 15:49:56 >> okbd-garrulo*030101031100100010123100
  > 15:49:58 >> conectar-garrulo*03010103
  > 15:50:00 >> pos-garrulo*030102
  > 15:50:01 >> pos-garrulo*030103
  > 15:50:01 >> pos-garrulo*030104
  > 15:50:02 >> pos-garrulo*030105
  > 15:50:03 >> pos-garrulo*030106
  > 15:50:04 >> pos-garrulo*030107
  > 15:50:04 >> pos-garrulo*030108
  > 15:50:05 >> pos-garrulo*030109
  > 15:50:06 >> pos-garrulo*030110
  > 15:50:07 >> pos-garrulo*030111
  > 15:50:07 >> pos-garrulo*030112
  > 15:50:08 >> pos-garrulo*030113
  > 15:50:09 >> pos-garrulo*030114
  > 15:50:09 >> pos-garrulo*060101
  > 15:50:10 >> pos-garrulo*060102
  > 15:50:11 >> pos-garrulo*060103
  > 15:50:11 >> pos-garrulo*060104
  > 15:50:12 >> pos-garrulo*060105
  > 15:50:13 >> pos-garrulo*060106
  > 15:50:13 >> pos-garrulo*060107
  > 15:50:14 >> pos-garrulo*060108
  > 15:50:15 >> pos-garrulo*060109
  > 15:50:16 >> pos-garrulo*060110
  > 15:50:16 >> pos-garrulo*060109
  > 15:50:17 >> pos-garrulo*060108
  > 15:50:18 >> pos-garrulo*060107
  > 15:50:18 >> pos-garrulo*060106
  > 15:50:19 >> pos-garrulo*060105
  > 15:50:19 >> pos-garrulo*060205
  > 15:50:20 >> pos-garrulo*060305
  > 15:50:21 >> pos-garrulo*060405
  > 15:50:21 >> pos-garrulo*060505
  > 15:50:23 >> pos-garrulo*060506
  > 15:50:24 >> pos-garrulo*060507
  > 15:50:27 >> desconectar-garrulo*060507000120201230
[ ON - Servidor Harry Potter Iniciado ]
[ Fecha: 2008-06-12 ]
[ Hora: 15:52:16 ]
  > 15:52:29 >> bd-garrulo
  > 15:52:31 >> okbd-garrulo*030101031100100010123100
  > 15:52:33 >> conectar-garrulo*03010103
  > 15:52:35 >> pos-garrulo*030102
  > 15:52:36 >> pos-garrulo*030103
  > 15:52:36 >> pos-garrulo*030104
  > 15:52:37 >> desconectar-garrulo*03010400100010123100
  > 15:52:41 >> desconectar-garrulo*03010400100010123100
  > 15:52:42 >> desconectar-garrulo*03010400100010123100
  > 15:52:44 >> desconectar-garrulo*03010400100010123100
  > 15:52:45 >> desconectar-garrulo*03010400100010123100
  > 15:52:46 >> desconectar-garrulo*03010400100010123100
  > 15:52:48 >> desconectar-garrulo*03010400100010123100
[ ON - Servidor Harry Potter Iniciado ]
[ Fecha: 2008-06-12 ]
[ Hora: 15:55:23 ]
  > 15:55:33 >> bd-garrulo
  > 15:55:34 >> okbd-garrulo*030101031100100010123100
  > 15:55:36 >> conectar-garrulo*03010103
  > 15:55:38 >> pos-garrulo*030201
  > 15:55:39 >> pos-garrulo*030301
  > 15:55:41 >> pos-garrulo*030302
  > 15:55:45 >> desconectar-garrulo*03030200100010123100
[ ON - Servidor Harry Potter Iniciado ]
[ Fecha: 2008-06-12 ]
[ Hora: 15:56:34 ]
  > 15:56:46 >> bd-garrulo
  > 15:56:48 >> okbd-garrulo*030101031100100010123100
  > 15:56:50 >> conectar-garrulo*03010103
  > 15:56:52 >> pos-garrulo*030201
  > 15:56:53 >> pos-garrulo*030301
  > 15:56:53 >> pos-garrulo*030302
  > 15:56:54 >> pos-garrulo*030303
  > 15:56:56 >> desconectar-garrulo*03030300100010123100
[ ON - Servidor Harry Potter Iniciado ]
[ Fecha: 2008-06-12 ]
[ Hora: 15:58:45 ]
  > 15:58:54 >> bd-garrulo
  > 15:58:56 >> okbd-garrulo*030101031100100010123100
  > 15:58:57 >> conectar-garrulo*03010103
  > 15:58:59 >> pos-garrulo*030201
  > 15:58:59 >> pos-garrulo*030301
  > 15:59:00 >> pos-garrulo*030401
  > 15:59:01 >> pos-garrulo*030402
  > 15:59:01 >> pos-garrulo*030403
  > 15:59:06 >> desconectar-garrulo*03040300100010123100
  > 15:59:35 >> pos-garrulo*030404
  > 15:59:36 >> pos-garrulo*030405
  > 15:59:37 >> pos-garrulo*030505
  > 15:59:44 >> pos-garrulo*030506
[ OFF - Servidor Harry Potter Desconectado ]
[ Fecha: 2008-06-12 ]
[ Hora: 15:59:50 ]


[ ON - Servidor Harry Potter Iniciado ]
[ Fecha: 2008-06-12 ]
[ Hora: 16:16:27 ]
  > 16:16:40 >> bd-garrulo
  > 16:16:41 >> okbd-garrulo*0304030311001000001231
  > 16:16:43 >> conectar-garrulo*03040303
  > 16:16:48 >> pos-garrulo*030303
  > 16:16:50 >> pos-garrulo*030304
  > 16:16:51 >> pos-garrulo*030305
  > 16:16:54 >> pos-garrulo*030304
  > 16:16:55 >> pos-garrulo*030303
  > 16:16:56 >> pos-garrulo*030302
  > 16:16:57 >> pos-garrulo*030301
  > 16:16:57 >> pos-garrulo*000314
  > 16:16:59 >> pos-garrulo*000313
  > 16:17:00 >> pos-garrulo*000314
  > 16:17:01 >> pos-garrulo*030301
  > 16:17:02 >> pos-garrulo*030302
  > 16:17:02 >> pos-garrulo*030303
  > 16:17:03 >> pos-garrulo*030304
  > 16:17:04 >> pos-garrulo*030305
  > 16:17:05 >> pos-garrulo*030306
  > 16:17:06 >> pos-garrulo*030307
  > 16:17:08 >> pos-garrulo*030308
  > 16:17:09 >> pos-garrulo*030309
  > 16:17:10 >> pos-garrulo*030310
  > 16:17:11 >> pos-garrulo*030311
  > 16:17:12 >> pos-garrulo*030312
  > 16:17:13 >> pos-garrulo*030313
  > 16:17:14 >> pos-garrulo*030314
  > 16:17:15 >> pos-garrulo*060301
  > 16:17:16 >> pos-garrulo*060302
  > 16:17:17 >> pos-garrulo*060303
  > 16:17:18 >> pos-garrulo*060304
  > 16:17:19 >> pos-garrulo*060305
  > 16:17:20 >> pos-garrulo*060306
  > 16:17:21 >> pos-garrulo*060406
  > 16:17:22 >> pos-garrulo*060506
  > 16:17:23 >> pos-garrulo*060606
  > 16:17:24 >> pos-garrulo*060706
  > 16:17:25 >> pos-garrulo*060806
  > 16:17:26 >> pos-garrulo*060906
  > 16:17:27 >> pos-garrulo*061006
  > 16:17:29 >> pos-garrulo*061007
  > 16:17:29 >> pos-garrulo*061008
  > 16:17:30 >> pos-garrulo*061009
  > 16:17:31 >> pos-garrulo*061010
  > 16:17:32 >> pos-garrulo*030707
  > 16:17:33 >> pos-garrulo*030708
  > 16:17:34 >> pos-garrulo*030608
  > 16:17:35 >> pos-garrulo*030609
  > 16:17:36 >> pos-garrulo*030610
  > 16:17:37 >> pos-garrulo*030710
  > 16:17:38 >> pos-garrulo*030810
  > 16:17:39 >> pos-garrulo*030910
  > 16:17:40 >> pos-garrulo*031010
  > 16:17:41 >> pos-garrulo*031110
  > 16:17:42 >> pos-garrulo*031210
  > 16:17:44 >> pos-garrulo*031310
  > 16:17:44 >> pos-garrulo*031410
  > 16:17:45 >> pos-garrulo*040010
  > 16:17:47 >> pos-garrulo*040110
  > 16:17:47 >> pos-garrulo*040210
  > 16:17:48 >> pos-garrulo*040211
  > 16:17:49 >> pos-garrulo*040212
  > 16:17:49 >> pos-garrulo*040213
  > 16:17:50 >> pos-garrulo*040214
  > 16:17:51 >> pos-garrulo*070201
  > 16:17:51 >> pos-garrulo*070202
  > 16:17:52 >> pos-garrulo*070203
  > 16:17:52 >> pos-garrulo*070204
  > 16:17:53 >> pos-garrulo*070205
  > 16:17:54 >> pos-garrulo*070206
  > 16:17:55 >> pos-garrulo*070207
  > 16:17:55 >> pos-garrulo*070307
  > 16:17:56 >> pos-garrulo*070407
  > 16:17:57 >> pos-garrulo*070507
  > 16:17:58 >> pos-garrulo*070607
  > 16:17:58 >> pos-garrulo*070707
  > 16:17:59 >> pos-garrulo*030707
  > 16:21:59 >> bd-garrulo
  > 16:22:01 >> okbd-garrulo*0304030311001000001231
  > 16:22:02 >> conectar-garrulo*03040303
  > 16:22:05 >> pos-garrulo*030503
  > 16:22:07 >> pos-garrulo*030603
  > 16:22:08 >> pos-garrulo*030604
  > 16:22:09 >> pos-garrulo*030605
  > 16:22:10 >> pos-garrulo*030505
  > 16:22:17 >> pos-garrulo*030605
  > 16:22:18 >> pos-garrulo*030705
  > 16:22:18 >> pos-garrulo*030805
  > 16:22:19 >> pos-garrulo*030905
  > 16:22:20 >> pos-garrulo*031005
  > 16:22:20 >> pos-garrulo*031105
  > 16:22:21 >> pos-garrulo*031205
  > 16:22:22 >> pos-garrulo*031305
  > 16:22:22 >> pos-garrulo*031405
  > 16:22:23 >> pos-garrulo*040005
  > 16:22:24 >> pos-garrulo*040105
  > 16:22:25 >> pos-garrulo*040205
  > 16:22:25 >> pos-garrulo*040305
  > 16:22:26 >> pos-garrulo*040405
  > 16:22:27 >> pos-garrulo*040505
  > 16:22:27 >> pos-garrulo*040605
  > 16:22:28 >> pos-garrulo*040705
  > 16:22:29 >> pos-garrulo*040805
  > 16:22:30 >> pos-garrulo*040905
  > 16:22:31 >> pos-garrulo*041005
  > 16:22:31 >> pos-garrulo*041006
  > 16:22:32 >> pos-garrulo*041007
  > 16:22:32 >> pos-garrulo*041008
  > 16:22:33 >> pos-garrulo*041009
  > 16:22:33 >> pos-garrulo*041010
[ ON - Servidor Harry Potter Iniciado ]
[ Fecha: 2008-06-12 ]
[ Hora: 16:36:59 ]
  > 16:37:12 >> bd-milio
  > 16:37:14 >> okbd-milio*0501010731101000101230
  > 16:37:16 >> conectar-milio*05010107
  > 16:37:19 >> pos-milio*050102
  > 16:37:20 >> pos-milio*050103
  > 16:37:20 >> pos-milio*050104
  > 16:37:22 >> pos-milio*050103
  > 16:37:23 >> pos-milio*050102
  > 16:37:23 >> pos-milio*050101
  > 16:37:24 >> pos-milio*020114
  > 16:37:25 >> pos-milio*020113
  > 16:37:26 >> pos-milio*020112
  > 16:37:27 >> pos-milio*020111
  > 16:37:28 >> pos-milio*020110
  > 16:37:28 >> pos-milio*020109
  > 16:37:29 >> pos-milio*020108
  > 16:37:30 >> pos-milio*020107
  > 16:37:31 >> pos-milio*020106
  > 16:37:31 >> pos-milio*020105
  > 16:37:32 >> pos-milio*020005
  > 16:37:33 >> pos-milio*011405
  > 16:37:36 >> pos-milio*011406
  > 16:37:37 >> pos-milio*011407
  > 16:37:37 >> pos-milio*011408
  > 16:37:38 >> pos-milio*011409
  > 16:37:39 >> pos-milio*011410
  > 16:37:39 >> pos-milio*011411
  > 16:37:40 >> pos-milio*011412
  > 16:37:48 >> pos-milio*011413
  > 16:37:49 >> pos-milio*011414
  > 16:37:49 >> pos-milio*041401
  > 16:37:50 >> pos-milio*041402
  > 16:37:51 >> pos-milio*041403
  > 16:37:52 >> pos-milio*041404
  > 16:37:53 >> pos-milio*041405
  > 16:37:53 >> pos-milio*041406
  > 16:37:54 >> pos-milio*041407
  > 16:37:55 >> pos-milio*041408
  > 16:37:55 >> pos-milio*041409
  > 16:37:56 >> pos-milio*041410
  > 16:37:57 >> pos-milio*041411
  > 16:37:58 >> pos-milio*041412
  > 16:37:59 >> pos-milio*041413
  > 16:38:00 >> pos-milio*041414
  > 16:38:01 >> pos-milio*071401
  > 16:38:02 >> pos-milio*071402
  > 16:38:03 >> pos-milio*071403
  > 16:38:04 >> pos-milio*071404
  > 16:38:05 >> pos-milio*080004
  > 16:38:09 >> pos-milio*071404
  > 16:38:10 >> pos-milio*071304
  > 16:38:11 >> pos-milio*071204
  > 16:38:12 >> pos-milio*071104
  > 16:38:13 >> pos-milio*071004
  > 16:38:15 >> pos-milio*070904
  > 16:38:16 >> pos-milio*070804
  > 16:38:17 >> pos-milio*070704
  > 16:38:18 >> pos-milio*070604
  > 16:38:19 >> pos-milio*070504
  > 16:38:20 >> pos-milio*070404
  > 16:38:21 >> pos-milio*070304
  > 16:38:22 >> pos-milio*070204
  > 16:38:23 >> pos-milio*070104
  > 16:38:24 >> pos-milio*070004
  > 16:38:25 >> pos-milio*061404
  > 16:38:26 >> pos-milio*061304
  > 16:38:27 >> pos-milio*061204
  > 16:38:28 >> pos-milio*061104
  > 16:38:29 >> pos-milio*061004
  > 16:38:30 >> pos-milio*060904
  > 16:38:31 >> pos-milio*060804
  > 16:38:32 >> pos-milio*060704
  > 16:38:33 >> pos-milio*060703
  > 16:38:34 >> pos-milio*060702
  > 16:38:35 >> pos-milio*060701
  > 16:38:36 >> pos-milio*030714
  > 16:38:37 >> pos-milio*030614
  > 16:38:38 >> pos-milio*030613
  > 16:38:39 >> pos-milio*030713
  > 16:38:40 >> pos-milio*030813
  > 16:38:41 >> pos-milio*030812
  > 16:38:42 >> pos-milio*030811
  > 16:38:43 >> pos-milio*030810
  > 16:38:44 >> pos-milio*030809
  > 16:38:45 >> pos-milio*030808
  > 16:38:45 >> pos-milio*030807
  > 16:38:46 >> pos-milio*030806
  > 16:38:47 >> pos-milio*030805
  > 16:38:48 >> pos-milio*030804
  > 16:38:49 >> pos-milio*030803
  > 16:38:49 >> pos-milio*030802
  > 16:38:50 >> pos-milio*030801
  > 16:38:51 >> pos-milio*000814
  > 16:38:52 >> pos-milio*000813
  > 16:38:52 >> pos-milio*000812
  > 16:38:53 >> pos-milio*000811
  > 16:38:54 >> pos-milio*000810
  > 16:38:55 >> pos-milio*000710
  > 16:38:55 >> pos-milio*000610
  > 16:38:56 >> pos-milio*000609
  > 16:38:57 >> pos-milio*000608
  > 16:38:57 >> pos-milio*000708
  > 16:38:58 >> pos-milio*000808
  > 16:38:59 >> pos-milio*000908
  > 16:39:20 >> pos-milio*000909
  > 16:39:21 >> pos-milio*000910
  > 16:39:22 >> pos-milio*001010
  > 16:39:33 >> pos-milio*050707
  > 16:39:38 >> pos-milio*050708
  > 16:39:39 >> pos-milio*050709
  > 16:39:39 >> pos-milio*050710
  > 16:39:40 >> pos-milio*050711
  > 16:39:41 >> pos-milio*050712
  > 16:39:42 >> pos-milio*050713
  > 16:39:43 >> pos-milio*050714
  > 16:39:44 >> pos-milio*080701
  > 16:39:44 >> pos-milio*080702
  > 16:39:45 >> pos-milio*080703
  > 16:39:46 >> pos-milio*080704
  > 16:39:47 >> pos-milio*080705
  > 16:39:48 >> pos-milio*080706
  > 16:39:48 >> pos-milio*080707
  > 16:39:49 >> pos-milio*080708
  > 16:39:49 >> pos-milio*080709
  > 16:39:50 >> pos-milio*080710
  > 16:39:57 >> pos-milio*080810
  > 16:39:58 >> pos-milio*080811
  > 16:39:59 >> pos-milio*080711
  > 16:40:00 >> pos-milio*080611
  > 16:40:12 >> pos-milio*080610
  > 16:40:13 >> pos-milio*080609
  > 16:40:14 >> pos-milio*080608
  > 16:40:14 >> pos-milio*080607
  > 16:40:15 >> pos-milio*080606
  > 16:40:16 >> pos-milio*080605
  > 16:40:17 >> pos-milio*080604
  > 16:40:17 >> pos-milio*080603
  > 16:40:18 >> pos-milio*080602
  > 16:40:19 >> pos-milio*080601
  > 16:40:19 >> pos-milio*050614
  > 16:40:20 >> pos-milio*050613
  > 16:40:21 >> pos-milio*050612
  > 16:40:21 >> pos-milio*050611
  > 16:40:22 >> pos-milio*050610
  > 16:40:23 >> pos-milio*050609
  > 16:40:24 >> pos-milio*050608
  > 16:40:24 >> pos-milio*050607
  > 16:40:25 >> pos-milio*050606
  > 16:40:26 >> pos-milio*050605
  > 16:40:26 >> pos-milio*050604
  > 16:40:27 >> pos-milio*050603
  > 16:40:28 >> pos-milio*050602
  > 16:40:29 >> pos-milio*050601
  > 16:40:30 >> pos-milio*020614
  > 16:40:31 >> pos-milio*050601
  > 16:40:31 >> pos-milio*050602
  > 16:40:32 >> pos-milio*050702
  > 16:40:34 >> pos-milio*050703
  > 16:40:35 >> pos-milio*050704
  > 16:40:36 >> pos-milio*050705
  > 16:40:36 >> pos-milio*050706
  > 16:43:17 >> bd-garrulo
  > 16:43:18 >> okbd-garrulo*0304030311001000001231
  > 16:43:25 >> conectar-garrulo*03040303
  > 16:43:28 >> bd-bienexo
  > 16:43:30 >> okbd-bienexo*0301010100001000101230
  > 16:43:32 >> conectar-bienexo*03010101
  > 16:43:33 >> conectar-garrulo*03040303
  > 16:43:33 >> conectar-bienexo*03010101
  > 16:43:36 >> pos-bienexo*030102
  > 16:43:37 >> pos-bienexo*030103
  > 16:43:40 >> pos-garrulo*030503
  > 16:43:44 >> pos-garrulo*030603
  > 16:43:58 >> pos-bienexo*030203
  > 16:43:59 >> pos-bienexo*030303
  > 16:43:59 >> pos-bienexo*030403
  > 16:44:00 >> pos-bienexo*030503
  > 16:44:02 >> pos-bienexo*030603
  > 16:44:03 >> combate-garrulo*bienexo$01%100
  > 16:44:04 >> combate-bienexo*garrulo$00%100
  > 16:44:06 >> combate-garrulo*bienexo$01%100
  > 16:44:21 >> accion-bienexo*4
  > 16:47:49 >> bd-garrulo
  > 16:47:51 >> okbd-garrulo*0304030311001000001231
  > 16:48:03 >> conectar-garrulo*03040303
  > 16:48:08 >> bd-bienexo
  > 16:48:10 >> okbd-bienexo*0301010100001000101230
  > 16:48:12 >> conectar-bienexo*03010101
  > 16:48:14 >> conectar-garrulo*03040303
  > 16:48:14 >> conectar-bienexo*03010101
  > 16:48:16 >> pos-bienexo*030102
  > 16:48:20 >> pos-garrulo*030404
  > 16:48:21 >> pos-garrulo*030304
  > 16:48:22 >> pos-garrulo*030204
  > 16:48:23 >> pos-garrulo*030104
  > 16:48:24 >> pos-garrulo*030103
  > 16:48:25 >> pos-garrulo*030102
  > 16:48:25 >> combate-bienexo*garrulo$00%100
  > 16:48:26 >> combate-garrulo*bienexo$01%100
  > 16:48:27 >> combate-bienexo*garrulo$00%100
  > 16:48:28 >> accion-garrulo*0
  > 16:48:30 >> accion-garrulo*0
  > 16:48:31 >> accion-garrulo*0
  > 16:48:44 >> accion-garrulo*4
[ ON - Servidor Harry Potter Iniciado ]
[ Fecha: 2008-06-12 ]
[ Hora: 16:52:52 ]
  > 16:52:59 >> bd-garrulo
  > 16:53:01 >> okbd-garrulo*0304030311001000001231
  > 16:53:02 >> conectar-garrulo*03040303
  > 16:53:07 >> pos-garrulo*030404
  > 16:53:13 >> pos-garrulo*030504
  > 16:53:14 >> pos-garrulo*030604
  > 16:53:15 >> pos-garrulo*030704
  > 16:53:16 >> pos-garrulo*030804
  > 16:53:21 >> pos-garrulo*030805
  > 16:53:22 >> pos-garrulo*030806
  > 16:53:23 >> pos-garrulo*030807
  > 16:53:24 >> pos-garrulo*030808
  > 16:53:24 >> pos-garrulo*030809
  > 16:54:21 >> bd-garrulo
  > 16:54:23 >> okbd-garrulo*0304030311001000001231
  > 16:54:24 >> conectar-garrulo*03040303
  > 16:54:34 >> pos-garrulo*030404
  > 16:55:27 >> bd-garrulo
  > 16:55:28 >> okbd-garrulo*0304030311001000001231
  > 16:55:30 >> conectar-garrulo*03040303
  > 16:58:21 >> bd-garrulo
  > 16:58:23 >> okbd-garrulo*0304030311001000001231
  > 16:58:25 >> conectar-garrulo*03040303
  > 17:01:10 >> bd-garrulo
  > 17:01:11 >> okbd-garrulo*0304030311001000001231
  > 17:01:14 >> conectar-garrulo*03040303
  > 17:02:30 >> bd-garrulo
  > 17:02:31 >> okbd-garrulo*0304030311001000001231
  > 17:02:35 >> conectar-garrulo*03040303
  > 17:03:53 >> bd-garrulo
  > 17:03:54 >> okbd-garrulo*0304030311001000001231
  > 17:03:56 >> conectar-garrulo*03040303
  > 17:04:04 >> pos-garrulo*030503
